time,duration
2025-11-02T12:11:03.143129+00:00,0.15256285667419434
2025-11-02T12:12:13.639710+00:00,5.650520324707031e-05
2025-11-02T12:12:13.639766+00:00,1.0728836059570312e-05
2025-11-02T12:12:13.643488+00:00,0.003701448440551758
2025-11-02T12:13:43.425749+00:00,0.137376070022583
2025-11-02T12:14:22.348003+00:00,0.05062603950500488
2025-11-02T12:14:22.484204+00:00,0.04678940773010254
2025-11-02T12:14:22.484245+00:00,1.3828277587890625e-05
2025-11-02T12:14:30.028802+00:00,0.07362484931945801
2025-11-02T12:14:30.138109+00:00,0.06978106498718262
2025-11-02T12:16:19.227321+00:00,0.0003714561462402344
2025-11-02T12:16:19.228121+00:00,0.0007355213165283203
2025-11-02T12:16:19.228297+00:00,5.9604644775390625e-05
2025-11-02T12:16:19.229081+00:00,0.0007491111755371094
2025-11-02T12:16:19.229909+00:00,0.0005269050598144531
2025-11-02T12:16:19.257916+00:00,0.02744293212890625
2025-11-02T12:16:19.441384+00:00,0.007343769073486328
2025-11-02T12:16:34.131786+00:00,0.03356766700744629
2025-11-02T12:16:35.924741+00:00,0.0010440349578857422
2025-11-02T12:16:35.924795+00:00,1.3589859008789062e-05
2025-11-02T12:17:46.359288+00:00,2.5987625122070312e-05
2025-11-02T12:17:46.359335+00:00,1.049041748046875e-05
2025-11-02T12:17:46.359368+00:00,1.3589859008789062e-05
2025-11-02T12:17:46.543292+00:00,0.18390512466430664
2025-11-02T12:17:46.559599+00:00,0.015295267105102539
2025-11-02T12:17:46.740783+00:00,0.17758822441101074
2025-11-02T12:17:46.758676+00:00,0.01785898208618164
2025-11-02T12:17:47.439479+00:00,0.6642134189605713
2025-11-02T12:17:47.467369+00:00,0.006984233856201172
2025-11-02T12:17:47.471155+00:00,0.0037593841552734375
2025-11-02T12:17:47.508202+00:00,0.0026912689208984375
2025-11-02T12:17:47.528629+00:00,0.018178701400756836
2025-11-02T12:17:47.561032+00:00,0.011921882629394531
2025-11-02T12:17:47.643060+00:00,0.0813751220703125
2025-11-02T12:17:47.690276+00:00,0.003730297088623047
2025-11-02T12:17:47.705342+00:00,0.013582706451416016
2025-11-02T12:17:47.726806+00:00,0.012413501739501953
2025-11-02T12:17:47.776984+00:00,0.0030088424682617188
2025-11-02T12:17:47.799488+00:00,0.02246403694152832
2025-11-02T12:17:47.827955+00:00,0.02844524383544922
2025-11-02T12:17:47.833054+00:00,0.005075216293334961
2025-11-02T12:17:47.835766+00:00,0.002675771713256836
2025-11-02T12:17:47.860690+00:00,2.1457672119140625e-05
2025-11-02T12:17:47.903589+00:00,0.042295217514038086
2025-11-02T12:17:47.904216+00:00,0.0005986690521240234
2025-11-02T12:17:47.906700+00:00,0.001928567886352539
2025-11-02T12:17:47.957099+00:00,0.04657602310180664
2025-11-02T12:18:32.757083+00:00,2.8371810913085938e-05
2025-11-02T12:18:34.126884+00:00,1.3697609901428223
2025-11-02T12:18:34.127025+00:00,3.4809112548828125e-05
2025-11-02T12:18:34.127057+00:00,1.0013580322265625e-05
2025-11-02T12:18:34.127091+00:00,9.5367431640625e-06
2025-11-02T12:18:34.127125+00:00,1.7404556274414062e-05
2025-11-02T12:18:34.127768+00:00,3.981590270996094e-05
2025-11-02T12:18:34.127808+00:00,9.775161743164062e-06
2025-11-02T12:18:34.127843+00:00,1.6450881958007812e-05
2025-11-02T12:18:34.127872+00:00,1.2636184692382812e-05
2025-11-02T12:18:34.127903+00:00,1.3828277587890625e-05
2025-11-02T12:18:34.127936+00:00,1.5497207641601562e-05
2025-11-02T12:18:34.127961+00:00,9.298324584960938e-06
2025-11-02T12:18:43.634827+00:00,0.04377102851867676
2025-11-02T12:18:43.649987+00:00,0.01375436782836914
2025-11-02T12:18:43.663267+00:00,0.0052149295806884766
2025-11-02T12:18:43.670391+00:00,0.0023298263549804688
2025-11-02T12:18:43.747083+00:00,0.007909059524536133
2025-11-02T12:18:43.851166+00:00,0.10406041145324707
2025-11-02T12:18:43.883330+00:00,0.020303010940551758
2025-11-02T12:18:44.031923+00:00,0.13587212562561035
2025-11-02T12:18:44.120992+00:00,0.08903717994689941
2025-11-02T12:18:44.426624+00:00,0.013204574584960938
2025-11-02T12:18:44.563200+00:00,0.09853029251098633
2025-11-02T12:18:44.669770+00:00,0.10311770439147949
2025-11-02T12:18:44.673386+00:00,0.003590822219848633
2025-11-02T12:18:44.933968+00:00,0.00404667854309082
2025-11-02T12:18:44.952173+00:00,0.018173933029174805
2025-11-02T12:21:10.747565+00:00,0.025232553482055664
2025-11-02T12:21:10.756552+00:00,0.0070989131927490234
2025-11-02T12:21:10.757855+00:00,0.0012791156768798828
2025-11-02T12:21:10.763060+00:00,0.0017213821411132812
2025-11-02T12:21:10.764489+00:00,0.0014090538024902344
2025-11-02T12:21:10.774926+00:00,0.009827613830566406
2025-11-02T12:21:10.778161+00:00,0.0018470287322998047
2025-11-02T12:21:10.795912+00:00,0.017731428146362305
2025-11-02T12:21:10.834659+00:00,0.0387270450592041
2025-11-02T12:21:10.883934+00:00,0.049254655838012695
2025-11-02T12:21:10.884704+00:00,1.2874603271484375e-05
2025-11-02T12:21:10.886239+00:00,0.0015151500701904297
2025-11-02T12:21:10.890048+00:00,0.003132343292236328
2025-11-02T12:21:10.891625+00:00,0.0015587806701660156
2025-11-02T12:21:10.892362+00:00,0.0005602836608886719
2025-11-02T12:21:10.892389+00:00,9.059906005859375e-06
2025-11-02T12:21:10.893713+00:00,0.00048732757568359375
2025-11-02T12:21:10.894114+00:00,3.600120544433594e-05
2025-11-02T12:21:10.894271+00:00,0.00013875961303710938
2025-11-02T12:21:10.894298+00:00,9.5367431640625e-06
2025-11-02T12:21:10.894346+00:00,2.7894973754882812e-05
2025-11-02T12:21:10.894878+00:00,1.2636184692382812e-05
2025-11-02T12:21:10.894905+00:00,9.298324584960938e-06
2025-11-02T12:21:10.894929+00:00,9.298324584960938e-06
2025-11-02T12:21:10.896393+00:00,0.0005350112915039062
2025-11-02T12:21:10.896636+00:00,0.00020933151245117188
2025-11-02T12:21:10.897201+00:00,0.0005428791046142578
2025-11-02T12:21:10.897235+00:00,1.621246337890625e-05
2025-11-02T12:21:10.905335+00:00,0.008083581924438477
2025-11-02T12:22:33.244199+00:00,0.013643026351928711
2025-11-02T12:22:33.248032+00:00,0.0037927627563476562
2025-11-02T12:22:33.249013+00:00,0.0005681514739990234
2025-11-02T12:22:33.273067+00:00,0.024028778076171875
2025-11-02T12:22:33.275397+00:00,0.0013108253479003906
2025-11-02T12:22:33.276175+00:00,0.0006885528564453125
2025-11-02T12:22:33.317690+00:00,0.0372006893157959
2025-11-02T12:22:33.390439+00:00,0.07140326499938965
2025-11-02T12:22:33.390483+00:00,1.1205673217773438e-05
2025-11-02T12:26:27.775390+00:00,0.20264172554016113
2025-11-02T12:26:29.150342+00:00,1.3471348285675049
2025-11-02T12:28:32.275471+00:00,0.16373467445373535
2025-11-02T12:28:32.277369+00:00,0.0018608570098876953
2025-11-02T12:28:32.279276+00:00,0.0018820762634277344
2025-11-02T12:28:32.289458+00:00,0.010161638259887695
2025-11-02T12:28:55.154039+00:00,0.15742206573486328
2025-11-02T12:30:18.694547+00:00,0.17740678787231445
2025-11-02T12:35:27.770738+00:00,0.18642187118530273
2025-11-02T12:35:36.442649+00:00,1.4856178760528564
2025-11-02T12:35:36.442712+00:00,1.8835067749023438e-05
2025-11-02T12:35:58.803048+00:00,0.1554880142211914
2025-11-02T12:36:00.421991+00:00,0.15056467056274414
2025-11-02T12:38:25.719482+00:00,0.1688220500946045
2025-11-02T12:39:16.267338+00:00,1.3259823322296143
2025-11-02T12:39:38.758917+00:00,0.18447017669677734
2025-11-02T12:39:38.759802+00:00,0.0006935596466064453
2025-11-02T12:40:24.862106+00:00,0.1593761444091797
2025-11-02T12:40:24.862155+00:00,1.049041748046875e-05
2025-11-02T12:40:24.862184+00:00,9.5367431640625e-06
2025-11-02T12:41:37.487844+00:00,0.17274713516235352
2025-11-02T12:42:10.396249+00:00,0.9931299686431885
2025-11-02T12:42:15.601979+00:00,1.2937812805175781
2025-11-02T12:43:22.908220+00:00,0.1557455062866211
2025-11-02T12:43:38.120892+00:00,0.16088533401489258
2025-11-02T12:46:32.085084+00:00,0.17811274528503418
2025-11-02T12:48:07.557749+00:00,0.16203570365905762
2025-11-02T12:49:51.437410+00:00,0.17839479446411133
2025-11-02T12:52:47.460367+00:00,0.14742302894592285
2025-11-02T12:52:47.460422+00:00,1.5020370483398438e-05
2025-11-02T12:52:47.460452+00:00,9.5367431640625e-06
2025-11-02T12:52:47.460488+00:00,1.9311904907226562e-05
2025-11-02T12:54:50.954872+00:00,1.318084955215454
2025-11-02T12:54:54.138469+00:00,0.19035720825195312
2025-11-02T12:55:04.746898+00:00,1.2869246006011963
2025-11-02T12:55:04.746964+00:00,2.7179718017578125e-05
2025-11-02T12:55:04.746994+00:00,9.5367431640625e-06
2025-11-02T12:55:04.747047+00:00,3.695487976074219e-05
2025-11-02T12:55:22.671950+00:00,1.889146327972412
2025-11-02T12:58:26.227872+00:00,0.15031099319458008
2025-11-02T12:58:53.865085+00:00,0.16141295433044434
2025-11-02T12:58:53.865183+00:00,3.4332275390625e-05
2025-11-02T12:58:53.865434+00:00,0.00017309188842773438
2025-11-02T12:58:53.865820+00:00,0.0003643035888671875
2025-11-02T12:58:53.866582+00:00,0.0007367134094238281
2025-11-02T12:59:45.856321+00:00,0.17035460472106934
2025-11-02T12:59:45.856376+00:00,1.5497207641601562e-05
2025-11-02T13:00:30.865553+00:00,0.17069029808044434
2025-11-02T13:00:55.336691+00:00,2.8371810913085938e-05
2025-11-02T13:00:55.521357+00:00,0.18462419509887695
2025-11-02T13:01:43.838921+00:00,0.22111940383911133
2025-11-02T13:01:43.838973+00:00,1.1682510375976562e-05
2025-11-02T13:02:12.639738+00:00,0.18397164344787598
2025-11-02T13:02:12.639833+00:00,1.4543533325195312e-05
2025-11-02T13:02:12.639977+00:00,4.6253204345703125e-05
2025-11-02T13:02:12.640588+00:00,1.2874603271484375e-05
2025-11-02T13:02:12.640616+00:00,9.5367431640625e-06
2025-11-02T13:02:12.640642+00:00,9.059906005859375e-06
2025-11-02T13:02:12.640681+00:00,9.775161743164062e-06
2025-11-02T13:02:12.640707+00:00,9.298324584960938e-06
2025-11-02T13:02:12.640738+00:00,8.821487426757812e-06
2025-11-02T13:02:16.495307+00:00,0.18081021308898926
2025-11-02T13:15:06.306546+00:00,0.20818686485290527
2025-11-02T13:15:06.306598+00:00,1.2636184692382812e-05
2025-11-02T13:15:06.306628+00:00,9.775161743164062e-06
